Date,Open,High,Low,Close,Volume
17-Sep-12,137.90,138.55,137.05,137.10,51739
14-Sep-12,134.60,139.80,134.05,138.15,190841
13-Sep-12,132.45,133.50,132.40,132.40,125638
12-Sep-12,130.95,134.35,130.95,132.50,155707
11-Sep-12,128.50,131.20,128.40,130.80,57176
10-Sep-12,128.50,130.25,127.95,129.00,51537
7-Sep-12,130.40,130.80,128.30,128.60,86276
6-Sep-12,125.45,128.95,124.30,128.95,81293
5-Sep-12,123.50,124.60,122.25,124.40,64244
4-Sep-12,127.45,127.50,122.95,123.45,102876
3-Sep-12,129.05,129.85,126.30,127.35,64674
31-Aug-12,128.85,130.60,128.00,129.50,77006
30-Aug-12,133.20,133.20,128.00,128.85,86721
29-Aug-12,132.60,133.50,131.65,133.25,56861
28-Aug-12,131.05,132.95,130.50,132.50,56701
27-Aug-12,130.40,131.95,129.85,131.85,29036
24-Aug-12,132.20,132.90,128.65,130.50,74859
23-Aug-12,134.50,135.00,132.45,133.10,54927
22-Aug-12,134.20,134.20,132.80,134.00,43899
21-Aug-12,134.10,135.70,133.65,134.70,57076
20-Aug-12,134.90,135.75,133.45,134.25,54686
17-Aug-12,133.20,134.90,132.95,134.90,56940
16-Aug-12,133.75,134.20,132.45,132.85,66038
15-Aug-12,133.75,134.00,132.50,133.60,38407
14-Aug-12,133.55,134.90,133.55,134.45,49120
13-Aug-12,134.00,134.20,132.30,133.40,60525
10-Aug-12,134.05,135.25,133.15,134.60,55133
9-Aug-12,133.20,135.35,131.80,134.70,83113
8-Aug-12,133.60,135.25,132.60,133.25,79733
7-Aug-12,131.95,135.25,131.85,134.75,128885
6-Aug-12,130.70,133.90,130.60,132.05,103819
3-Aug-12,128.15,132.60,127.20,131.35,96522
2-Aug-12,129.70,131.10,127.00,127.80,129182
1-Aug-12,129.20,129.80,128.00,129.55,61202
31-Jul-12,128.80,130.75,127.50,129.80,121080
30-Jul-12,126.55,129.00,125.50,128.20,100134
27-Jul-12,124.90,125.00,120.95,124.95,170366
26-Jul-12,130.75,130.75,122.05,123.65,332724
25-Jul-12,126.55,130.45,126.55,128.80,92307
24-Jul-12,128.00,128.75,126.80,126.80,86616
23-Jul-12,129.55,129.80,127.55,128.10,117867
20-Jul-12,132.00,133.40,129.80,131.55,134121
19-Jul-12,132.50,133.35,131.45,132.65,74030
18-Jul-12,131.45,131.95,129.35,131.95,53614
17-Jul-12,131.20,133.05,130.10,130.60,107299
16-Jul-12,132.00,132.10,130.35,131.40,103204
13-Jul-12,128.50,132.95,126.85,132.40,263519
12-Jul-12,125.60,127.75,125.50,127.70,87111
11-Jul-12,125.70,126.90,124.60,125.60,58589
10-Jul-12,125.15,128.50,124.30,127.20,74955
9-Jul-12,125.30,126.85,123.85,125.10,92766
6-Jul-12,127.00,128.25,125.00,125.35,113251
5-Jul-12,123.50,129.45,123.00,128.30,258217
4-Jul-12,118.80,120.60,117.45,120.25,69424
3-Jul-12,118.15,119.50,117.75,118.70,237187
2-Jul-12,119.35,119.40,117.40,118.05,137821
29-Jun-12,116.25,118.85,115.05,118.85,132227
28-Jun-12,113.65,114.60,111.70,113.50,57648
27-Jun-12,112.85,114.10,110.90,113.00,71163
26-Jun-12,112.90,113.65,110.80,112.60,71244
25-Jun-12,115.35,115.55,112.85,112.85,86668
22-Jun-12,116.90,117.00,114.70,115.65,114831
21-Jun-12,119.75,119.75,116.95,117.55,68977
20-Jun-12,119.00,120.10,117.50,119.35,70106
19-Jun-12,117.10,119.60,117.10,119.05,71656
18-Jun-12,119.10,119.70,116.45,116.75,71782
15-Jun-12,115.00,117.25,115.00,116.80,103452
14-Jun-12,116.25,116.35,113.65,114.90,81611
13-Jun-12,119.45,120.30,114.95,116.35,101634
12-Jun-12,117.85,119.80,116.90,118.85,77371
11-Jun-12,123.80,123.80,118.15,118.50,117812
8-Jun-12,117.55,117.80,115.40,117.55,87161
7-Jun-12,117.80,121.25,116.40,118.75,119535
6-Jun-12,116.35,117.45,114.65,117.45,143941
5-Jun-12,115.75,115.75,112.30,114.90,74723
4-Jun-12,118.30,118.30,113.30,114.20,101349
1-Jun-12,121.60,121.70,115.70,117.55,185471
31-May-12,122.10,124.10,120.25,121.70,100154
30-May-12,125.35,125.35,121.60,121.90,64175
29-May-12,123.40,126.50,123.25,125.95,99909
28-May-12,122.30,123.20,120.95,121.30,28363
25-May-12,121.05,121.75,120.00,121.50,58826
24-May-12,121.55,121.55,118.25,120.20,99994
23-May-12,123.20,123.20,119.50,120.35,93806
22-May-12,120.95,124.45,120.85,124.25,96820
21-May-12,118.00,121.35,117.80,119.05,97601
18-May-12,119.55,120.45,117.60,118.35,102467
