Date,Open,High,Low,Close,Volume
18-Jul-12,68.28,69.25,68.10,69.06,9544
17-Jul-12,68.60,68.95,67.95,68.70,12106
16-Jul-12,68.00,68.39,67.71,68.02,5485
13-Jul-12,67.00,68.10,66.80,68.10,6093
12-Jul-12,0.00,0.00,66.27,66.75,9217
11-Jul-12,66.95,67.45,66.50,67.30,7550
10-Jul-12,66.50,67.54,65.98,66.82,13296
9-Jul-12,66.52,66.86,66.14,66.70,8845
6-Jul-12,67.27,67.92,66.60,66.84,6391
5-Jul-12,67.26,68.58,67.00,67.50,8862
4-Jul-12,67.31,67.77,67.06,67.60,7980
3-Jul-12,67.40,67.60,66.45,67.60,9572
2-Jul-12,66.40,67.60,65.90,66.92,14106
29-Jun-12,64.00,66.29,64.00,66.07,18078
28-Jun-12,63.94,64.00,62.70,63.08,12911
27-Jun-12,63.35,63.95,62.60,63.95,11122
26-Jun-12,64.40,64.46,62.16,63.55,21847
25-Jun-12,65.39,65.72,63.91,64.15,15924
22-Jun-12,66.23,66.38,65.55,65.80,5560
21-Jun-12,67.20,67.28,66.40,66.45,13046
20-Jun-12,66.80,67.50,66.70,67.25,10062
19-Jun-12,65.96,67.20,65.91,67.20,11073
18-Jun-12,67.58,67.62,65.96,66.07,13779
15-Jun-12,65.35,66.60,65.10,66.45,15213
14-Jun-12,64.66,65.04,64.09,65.00,12403
13-Jun-12,65.85,66.23,64.42,65.00,6844
12-Jun-12,64.76,66.36,64.73,65.85,7730
11-Jun-12,66.89,66.89,65.09,65.25,10017
8-Jun-12,64.59,65.49,64.41,65.49,9322
7-Jun-12,65.39,65.90,64.70,65.40,5260
6-Jun-12,64.95,65.30,64.16,65.10,18781
5-Jun-12,64.72,64.80,63.69,64.45,19347
4-Jun-12,64.15,64.82,64.01,64.30,25879
1-Jun-12,66.39,66.50,64.28,64.80,20069
31-May-12,67.39,67.45,66.00,66.90,13404
30-May-12,68.50,68.50,67.25,67.50,6680
29-May-12,68.45,69.17,68.07,68.49,10213
28-May-12,69.00,69.30,68.14,68.15,5145
25-May-12,67.60,68.91,67.60,68.53,18160
24-May-12,66.60,67.49,65.99,67.00,9700
23-May-12,66.70,67.11,66.10,66.35,10497
22-May-12,67.24,67.84,66.79,67.60,12662
21-May-12,65.96,66.77,65.65,66.70,11013
18-May-12,65.15,66.36,65.05,65.90,27162
